name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,commissioning_year,owner,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,commisioning_year,State,Counties
Happy Jack Windpower Project,USA0056960,29.4,41.1397,-104.9978,Wind,2008.0,Duke Energy DEGS Happy Jack,86.95,89.58,72.21600000000001,85.648,83.59299999999999,2008,Wyoming,Laramie County
WED Coventry 4,USA0059306,1.5,41.6864,-71.7283,Wind,2016.0,WED Coventry Four  LLC,0.0,0.0,0.0,0.8759999999999999,2.6689999999999996,2016,Rhode Island,Kent County
HTW Plant 303 COGEN,USA0058597,7.4,40.7631,-111.8417,Gas,2008.0,The University of Utah,43.585,44.443999999999996,41.165,34.528,45.716,2008,Utah,Salt Lake County
Calvert Cliffs Nuclear Power Plant,USA0006011,1828.7,38.4344,-76.4417,Nuclear,1975.9960079999998,Exelon Nuclear,14264.305,14343.333999999999,14643.325,14760.177,15106.988000000001,1975,Maryland,Calvert County
Solar Star New Jersey NJ LLC,USA0058402,1.5,40.4015,-74.6697,Solar,2012.0,Solar Star New Jersey VI LLC,2.471,2.6060000000000003,1.614,2.9419999999999997,2.499,2012,New Jersey,Mercer County
Edgerton,USA0007874,3.6,41.45,-84.7672,Oil,2000.0,American Mun Power-Ohio  Inc,0.063,0.013000000000000001,0.13,0.152,0.09699999999999999,2000,Ohio,Williams County
George M Sullivan Generation Plant 2,USA0006559,346.9,61.2297,-149.7167,Gas,1997.2190829999997,Anchorage Municipal Light and Power,562.282994,493.716997,654.1420009999999,589.738,803.8240040000001,1997,Alaska,Anchorage Municipality
CPI USA NC Roxboro,USA0010379,67.5,36.435,-78.9619,Waste,1987.0,CPI USA NC Roxboro LLC,249.535,245.594997,283.744006,317.530997,334.932998,1987,North Carolina,Person County
Harvest Power Orlando,USA0059151,3.2,28.3761,-81.5906,Biomass,2014.0,Harvest Power Orlando LLC,0.048,10.972999999999999,14.589,16.8805,20.70838,2014,Florida,Polk County
Tripple State Farm,USA0061086,5.0,35.735,-80.7749,Solar,2016.0,Tripple State Farm  LLC,0.0,0.0,0.0,2.025,10.135,2016,North Carolina,Iredell County
Nashua Plant,USA0055006,2.4,42.7323,-71.5224,Waste,2009.3333329999998,EPP Renewable Energy,5.247000000000001,5.126,3.366,11.001,13.772,2009,New Hampshire,Hillsborough County
Brassua Hydroelectric Project,USA0010555,3.6,45.6603,-69.8122,Hydro,1989.0,Brassua Hydroelectric LP,16.74,15.548,15.582,17.404,19.295,1989,Maine,Piscataquis County
Lake Mills,USA0001154,18.5,43.4172,-93.5322,Oil,1983.2810809999999,City of Lake Mills,0.052000000000000005,0.052000000000000005,0.073,0.154,0.122,1983,Iowa,Winnebago County
Senate Wind LLC,USA0057981,150.0,33.2058,-98.3651,Wind,2013.0,Algonquin Power Co,517.769,537.55,467.458,504.431,492.837,2013,Texas,Jack County
Akron WRF,USA0058980,1.8,41.1533,-81.5689,Biomass,2014.0,City of Akron,0.0,6.7139999999999995,7.895860000000001,8.220239999999999,8.0948,2014,Ohio,Summit County
Bowen,USA0000703,3498.6,34.1256,-84.9222,Coal,1973.4023320000001,Georgia Power Co,12037.20374,15975.30517,12851.94285,15831.22644,13951.14233,1973,Georgia,Bartow County
Hamilton Hydro,USA0007807,2.2,39.4128,-84.5558,Hydro,1994.0,City of Hamilton - (OH),4.175,4.8660000000000005,4.151,4.095,5.093,1994,Ohio,Butler County
Noble Hill Landfill,USA0056404,3.2,37.3811,-93.3514,Waste,2006.0,City Utilities of Springfield - (MO),15.853,17.855,15.072000000000001,13.574000000000002,10.607000000000001,2006,Missouri,Greene County
Gila River Power Block 2,USA0060768,619.0,32.975,-112.6944,Gas,2003.0,CXA Sundevil Power II,0.0,0.0,0.0,119.891,23.776,2003,Arizona,Maricopa County
Holtwood,USA0003145,247.3,39.8272,-76.3318,Hydro,1967.6356649999998,BIF III Holtwood LLC,608.977,871.418,856.2360000000001,831.689,1060.281,1967,Pennsylvania,York County
Lexington Health Center,USA0056067,1.8,35.8309,-80.2422,Oil,2002.0,North Carolina Mun Power Agny #1,-0.028999999999999998,-0.035,-0.034,-0.03,-0.034,2002,North Carolina,Davidson County
Kingsley,USA0000785,50.0,41.2114,-101.6681,Hydro,1984.0,Central Nebraska Pub P&I Dist,52.162,39.257,96.895,152.22,103.713,1984,Nebraska,Keith County
Washington Airport Solar LLC,USA0058845,5.0,35.5653,-77.0536,Solar,2014.0,Washington Airport Solar  LLC,0.0,8.374,9.472000000000001,9.667,9.646,2014,North Carolina,Beaufort County
Geneva,USA0057410,4.0,41.795,-80.91,Waste,2013.0,WM Renewable Energy LLC,12.479000000000001,25.209,21.823,22.663,21.736,2013,Ohio,Ashtabula County
Martinsville,USA0003826,1.3,36.6641,-79.8836,Hydro,1932.0,City of Martinsville - (VA),2.3080000000000003,2.004,2.491,3.217,1.294,1932,Virginia,City of Martinsville
Northside Generating Station,USA0000667,1407.1,30.4172,-81.5525,Coal,1973.264089,JEA,2770.8150100000003,3709.207914,3787.823998,4733.0289840000005,2870.527027,1973,Florida,Duval County
Sierra Pacific Loyalton Facility,USA0050111,20.0,39.6699,-120.2394,Waste,1989.0,ARP-Loyalton Cogen LLC,0.0,0.0,0.0,0.0,0.0,1989,Nevada,Washoe County
St Marys,USA0002942,25.0,40.5458,-84.3889,Oil,1995.52,City of St Marys - (OH),0.0,0.0,0.0,0.0,0.7659999999999999,1995,Ohio,Auglaize County
Silver Lake (VT),USA0003725,2.2,43.8986,-73.0531,Hydro,1917.0,Green Mountain Power Corp,1.3730000000000002,4.771,4.558,4.137,5.2589999999999995,1917,Vermont,Rutland County
Cameron Wind 1 LLC,USA0059118,165.0,26.1953,-97.4661,Wind,2016.0,Cameron Wind 1 LLC,0.0,0.0,35.743,498.952,508.06800000000004,2016,Texas,Cameron County
High Street Station,USA0001670,10.9,42.6986,-70.8697,Gas,1968.4770640000002,Town of Ipswich - (MA),0.504,0.619,0.127,0.125,0.156,1968,Massachusetts,Essex County
Sweetwater Wind 5,USA0056372,80.5,32.2369,-100.4833,Wind,2008.0,Leeward Asset Management  LLC,238.533,249.477,206.118,238.264,229.886,2008,Texas,Nolan County
Adelanto Solar II  LLC,USA0059440,7.0,34.5572,-117.3775,Solar,2015.0,Adelanto Solar II  LLC,0.0,0.0,10.227,17.202,18.563,2015,California,San Bernardino County
Fort Miller Hydroelectric Facility,USA0050514,5.0,43.1609,-73.5841,Hydro,1985.0,Fort Miller Associates,23.947,24.268,20.09,19.337,27.35,1985,New York,Saratoga County
High Falls (WI),USA0004065,7.0,45.2794,-88.1997,Hydro,1910.0,Wisconsin Public Service Corp,14.693,19.889,20.149,21.113000000000003,28.08,1910,Wisconsin,Oconto County
TP 4,USA0003586,2.4,29.5481,-97.9996,Hydro,1932.0,Guadalupe Blanco River Authority,3.635,2.495,9.34,12.705,9.258,1932,Texas,Guadalupe County
Freeport Energy,USA0052120,678.1,28.9913,-95.4075,Gas,1982.587819,Olin Blue Cube Operations,3025.80539,2608.37552,2797.66164,3095.3168,2537.35544,1982,Texas,Brazoria County
Baldock Solar Highway,USA0057882,1.7,45.2694,-122.7717,Solar,2012.0,Portland General Electric Co,1.911,2.116,1.979,1.9040000000000001,1.931,2012,Oregon,Clackamas County
Richland Solar Center,USA0059874,20.0,32.638000000000005,-83.3789,Solar,2016.0,Dominion Renewable Energy,0.0,0.0,2.237,46.994,41.208999999999996,2016,Georgia,Twiggs County
The Lawrenceville School Solar Facility,USA0058356,5.2,40.3014,-74.7221,Solar,2012.0,KDC Solar O&M LLC,8.913,8.89515,9.204,9.255,8.629,2012,New Jersey,Mercer County
Loyola University Health Plant,USA0058181,10.6,41.8558,-87.8356,Gas,2005.0,Loyola University Health System,46.935,73.62100000000001,20.863000000000003,10.113,56.4039,2005,Illinois,Cook County
University Park North,USA0055640,726.0,41.4425,-87.7514,Gas,2002.0,LSP University Park LLC,185.28900000000002,171.46599999999998,266.444,848.299,455.485,2002,Illinois,Will County
Red Oak Solar Farm  LLC,USA0060929,5.0,35.993,-77.9335,Solar,2017.0,Heelstone Energy Holdings  LLC,0.0,0.0,0.0,0.358,9.253,2017,North Carolina,Nash County
Deerfield Wind Energy  LLC,USA0060883,149.0,43.9419,-82.8987,Wind,2017.0,Deerfield Wind Energy  LLC,0.0,0.0,0.0,0.0,450.05199999999996,2017,Michigan,Huron County
CP Crane Power  LLC,USA0001552,415.8,39.3236,-76.3651,Coal,1962.238095,CP Crane Power  LLC,659.7769969999999,494.127003,403.186998,357.467998,232.459999,1962,Maryland,Baltimore County
John H Warden,USA0001772,18.7,46.7553,-88.4558,Waste,1959.0,L'Anse Warden Electric Company LLC,0.0,0.0,0.0,0.0,113.18799999999999,1959,Michigan,Baraga County
Logan Wind Energy,USA0056613,201.0,40.941,-103.259,Wind,2007.0,Logan Wind Energy LLC,613.444,592.0880000000001,510.876,592.5790000000001,575.625,2007,Colorado,Logan County
Paynesville Solar,USA0060530,10.0,45.3929,-94.7212,Solar,2017.0,Enel Green Power NA  Inc.,0.0,0.0,0.0,0.0,11.4,2017,Minnesota,Stearns County
Worumbo Hydro Station,USA0050278,19.4,43.9947,-70.0619,Hydro,1989.0,Eagle Creek RE LLC,97.303,95.664,84.51299999999999,74.17399999999999,78.85300000000001,1989,Maine,Androscoggin County
Wareham MA 1,USA0060443,2.0,41.8017,-70.7046,Solar,2016.0,Clean Energy Collective LLC,0.0,0.0,0.0,1.869,3.051,2016,Massachusetts,Plymouth County
Bladenboro Farm,USA0058868,5.0,34.535,-78.8131,Solar,2013.0,Blandenboro Farm LLC,0.0,9.345,9.083,9.014,8.892000000000001,2013,North Carolina,Bladen County
Kiefer Landfill,USA0055766,9.0,38.5136,-121.1944,Waste,2000.0,Sacramento County of Dpt Waste,68.893,65.358,57.428000000000004,54.14,67.566,2000,California,Sacramento County
Monmouth Landfill Gas to Energy,USA0055618,9.8,40.2468,-74.1174,Waste,1998.0,Monmouth Energy Inc,45.879,34.95,30.642,31.749000000000002,30.778000000000002,1998,New Jersey,Monmouth County
Dodge Center Solar,USA0060523,6.5,44.026,-92.8816,Solar,2017.0,Enel Green Power NA  Inc.,0.0,0.0,0.0,0.0,9.619,2017,Minnesota,Dodge County
CED Ducor 3,USA0060080,15.0,35.8454,-119.057,Solar,2017.0,Consolidated Edison Development Inc.,0.0,0.0,0.0,1.396,39.551,2017,California,Tulare County
Lempster Wind LLC,USA0056399,24.0,43.233000000000004,-72.1455,Wind,2009.0,Avangrid Renewables LLC,69.583,66.642,68.11399999999999,68.965,64.33800000000001,2009,New Hampshire,Sullivan County
East Bend,USA0006018,772.0,38.9036,-84.8514,Coal,1981.0,Duke Energy Kentucky Inc,3708.90804,2910.996001,4031.691995,3667.297033,4269.695991,1981,Indiana,Ohio County
Triton East and West Cogen,USA0058375,3.6,41.9169,-87.8456,Gas,2001.0,Triton College,0.6809999999999999,1.084,0.183,0.037000000000000005,0.508,2001,Illinois,Cook County
WED Coventry 2,USA0059302,4.5,41.6725,-71.7058,Wind,2016.0,WED Coventry Two  LLC,0.0,0.0,0.0,3.4539999999999997,9.508,2016,Rhode Island,Kent County
Harvest 2,USA0057888,59.4,43.8556,-83.1669,Wind,2012.0,Harvest II Windfarm  LLC,202.445,211.011,213.412,209.752,208.805,2012,Michigan,Huron County
Roundtop,USA0058715,22.0,41.6578,-76.0492,Gas,2015.0,Roundtop Energy LLC,0.0,0.0,4.673,87.13600000000001,57.007,2015,Pennsylvania,Wyoming County
Pfizer Peapack Solar,USA0060762,6.2,40.7119,-74.6634,Solar,2016.0,KDC Solar PFI LLC,0.0,0.0,0.0,1.244,10.107999999999999,2016,New Jersey,Somerset County
Plant No 2 Orange County,USA0052099,16.0,33.6433,-117.9556,Biomass,1993.0,Orange County Sanitation Dist,43.273,47.998000000000005,47.208999999999996,52.475,51.833999999999996,1993,California,Orange County
Soliloquoy Ridge LLC,USA0055570,1.9,44.2364,-96.2331,Wind,2001.0,CHI Operations Inc,6.202000000000001,6.7620000000000005,6.478,6.485,5.587999999999999,2001,Minnesota,Lincoln County
Saluda Solar II,USA0061323,3.4,34.010999999999996,-81.73899999999999,Solar,2017.0,Saluda Solar II  LLC,0.0,0.0,0.0,0.0,3.625,2017,South Carolina,Saluda County
Stevens Point,USA0003973,4.8,44.5153,-89.585,Hydro,1918.0,Consolidated Water Power Co,23.349,29.565,28.049,34.435,32.30271,1918,Wisconsin,Portage County
Ainsworth Wind,USA0056162,59.4,42.4489,-99.8917,Wind,2005.0,Nebraska Public Power District,185.115,194.80900000000003,192.618,176.31400000000002,162.168,2005,Nebraska,Brown County
Seneca City of,USA0056545,10.0,34.6875,-82.9525,Oil,2005.0,City of Seneca - (SC),0.34700000000000003,0.272,0.648,1.906,1.9240000000000002,2005,South Carolina,Oconee County
4 Applegate Solar LLC,USA0059370,1.8,40.1964,-74.5836,Solar,2012.0,SunRay Power LLC,2.24037,2.028,2.1590000000000003,2.265,1.93,2012,New Jersey,Monmouth County
Big Sky Wind LLC,USA0057135,240.0,41.5992,-89.4561,Wind,2011.0,Everpower Wind Holdings Inc,529.7090000000001,537.021,530.591,522.3330000000001,575.9169999999999,2011,Illinois,Bureau County
Beloit,USA0001264,19.3,39.4578,-98.1122,Oil,1967.6217620000002,City of Beloit - (KS),1.621,1.148,0.172,0.523,0.166,1967,Kansas,Mitchell County
City of West Plains Power Station,USA0059664,47.4,36.7486,-91.8686,Gas,2000.0,City of West Plains - (MO),0.0,0.015,0.0,0.858,0.479,2000,Missouri,Howell County
Seneca Energy,USA0054782,17.6,42.9281,-76.8408,Waste,2000.727273,Seneca Energy II,141.10299999999998,141.805,139.757,133.523,121.99,2000,New York,Seneca County
Soluga Farms 2 LLC,USA0059192,5.0,34.5,-78.6892,Solar,2014.0,Soluga Farms 2 LLC,0.0,3.11652,9.078,9.445,9.512,2014,North Carolina,Bladen County
University of Florida,USA0007345,54.2,29.6403,-82.3486,Gas,1994.0,Duke Energy Florida  LLC,0.0,0.0,0.0,0.0,366.694,1994,Florida,Alachua County
Essex Junction 19,USA0003737,16.0,44.4821,-73.1164,Oil,1966.55,Green Mountain Power Corp,46.998000000000005,36.867,38.779,30.958000000000002,34.588,1966,Vermont,Chittenden County
Springhill Gas Recovery Plant,USA0056522,4.8,30.9283,-85.4261,Waste,2006.0,WM Renewable Energy LLC,27.574,28.268,36.474000000000004,28.573,28.879,2006,Florida,Jackson County
Whitethorn Solar LLC,USA0060193,3.3,37.691,-121.71700000000001,Solar,2016.0,Whitethorn Solar LLC,0.0,0.0,0.0,5.794,6.305,2016,California,Alameda County
Bayboro Solar Farm,USA0061528,5.0,35.1483,-76.8102,Solar,2018.0,Cypress Creek Renewables,0.0,0.0,0.0,0.0,0.0,2018,North Carolina,Pamlico County
Wheelabrator Concord Facility,USA0050873,14.0,43.2866,-71.5769,Waste,1989.0,Wheelabrator Environmental Systems,102.43799999999999,101.304,101.47200000000001,100.00200000000001,99.35799999999999,1989,New Hampshire,Merrimack County
Tulsa,USA0002965,348.2,36.1165,-95.991,Gas,1957.235497,Public Service Co of Oklahoma,0.0,0.0,0.0,0.0,248.112,1957,Oklahoma,Tulsa County
IOS - MEW Phase 1,USA0061460,4.1,44.803999999999995,-69.83800000000001,Solar,2017.0,IGS ORIX Solar I  LLC,0.0,0.0,0.0,0.0,4.981,2017,Maine,Somerset County
Haiwee,USA0000398,5.6,36.1097,-117.9567,Hydro,1927.0,Los Angeles Department of Water & Power,3.343,3.536,-0.083,6.77,16.496,1927,California,Kern County
Louisiana 2,USA0001392,175.0,30.4922,-91.1864,Gas,1951.285714,Entergy Louisiana LLC,0.0,0.0,0.0,0.0,0.0,1951,Louisiana,West Baton Rouge Parish
Proctor,USA0006450,6.9,43.6628,-73.03399999999999,Hydro,1943.3043480000001,Green Mountain Power Corp,1.033,11.095,16.278,24.855,27.055999999999997,1943,Vermont,Rutland County
Oshkosh Foundation Rosedale Biodigester LLC,USA0058555,1.4,43.8678,-88.7181,Biomass,2014.0,University of Wisconsin Oshkosh Foundation,0.0,6.117000000000001,10.856,10.417,9.368,2014,Wisconsin,Fond du Lac County
Hecate Energy Beacon Solar 3,USA0059316,56.0,35.2531,-118.0147,Solar,2017.0,Sustainable Power Group  LLC,0.0,0.0,0.0,3.013,132.004,2017,California,Kern County
Edwards Air Force Base,USA0058076,3.0,34.9077,-117.9206,Solar,2012.0,Ahana Renewables  LLC,2.557,2.592,1.9980000000000002,2.79,2.741,2012,California,Kern County
Fort Huachuca Solar PV Project,USA0058972,17.7,31.5553,-110.35,Solar,2015.463277,Tucson Electric Power Co,0.0,0.0,29.54,31.256999999999998,36.639,2015,Arizona,Cochise County
SREC Bath LFGTE,USA0058295,3.2,42.3223,-77.3856,Waste,2010.0,Innovative Energy Systems Inc,21.927,22.256999999999998,18.246,15.517000000000001,15.636,2010,New York,Steuben County
Sunflower Wind Project,USA0060088,104.0,46.8376,-102.0746,Wind,2017.0,Sunflower Wind Project,0.0,0.0,0.0,62.53,456.38,2017,North Dakota,Mercer County
CML&P Generating Facility No. 2,USA0059726,56.1,37.093,-95.5852,Gas,2017.0,City of Coffeyville - (KS),0.0,0.0,0.0,0.0,60.576,2017,Kansas,Montgomery County
Venable Solar 1,USA0058289,1.5,33.5989,-114.5717,Solar,2015.0,Venable Solar  LLC,0.0,0.0,2.201,3.0389999999999997,3.1830000000000003,2015,California,Riverside County
Rifle Generating Station,USA0010755,84.0,39.5173,-107.7299,Gas,1987.0,Tri-State G & T Assn  Inc,22.078000000000003,8.416,0.0,1.804,1.5319999999999998,1987,Colorado,Garfield County
Port Townsend Paper,USA0050544,7.9,48.0931,-122.7958,Biomass,1985.797468,Port Townsend Paper Co,0.0,0.0,24.796866,31.073388,33.856336999999996,1985,Washington,Jefferson County
Saxon Falls,USA0001756,1.6,46.5392,-90.3742,Hydro,1913.0,Northern States Power Co - Minnesota,10.199,12.243,10.765,6.825,7.7410000000000005,1913,Wisconsin,Iron County
Rutherford Farm,USA0059589,61.0,35.2578,-81.8306,Solar,2017.0,Southern Power Co,0.0,0.0,0.0,3.4,139.196,2017,North Carolina,Rutherford County
Cayuga Operating Company,USA0002535,322.5,42.6028,-76.6336,Coal,1956.5553489999998,Cayuga Operating Company  LLC,804.609996,916.218003,531.521,566.747004,224.30200299999998,1956,New York,Tompkins County
Cameron Ridge LLC,USA0010586,59.6,35.075,-118.3158,Wind,1985.0,Terra-Gen Operating Co LLC,162.659,176.326,152.363,173.868,167.738,1985,California,Kern County
Cabras 1,WRI1029191,212.0,13.4638,144.6862,Oil,1974.0,Guam Power Authority,0.0,0.0,0.0,0.0,0.0,1974,Piti,
Wilmington Hydrogen Plant,USA0055557,31.9,33.7803,-118.24,Cogeneration,1996.0,Air Products & Chemicals Inc,193.67117,203.58456999999999,145.02178999999998,0.0,143.429,1996,California,Los Angeles County
Azalea Solar  LLC,USA0058482,7.7,32.9808,-82.5917,Solar,2014.0,Dominion Renewable Energy,0.7070000000000001,14.741,13.503,14.279000000000002,13.707,2014,Georgia,Washington County
Sampson County Disposal,USA0057492,9.6,34.9856,-78.4625,Waste,2011.6666670000002,Black Creek Renewable Energy LLC,60.203,77.447,81.191,64.594,64.57300000000001,2011,North Carolina,Sampson County
Post Wind Farm LP,USA0056457,84.0,32.9254,-101.2194,Wind,2006.0,FPL Energy Red Canyon LLC,300.441,311.362,277.877,294.56,268.987,2006,Texas,Borden County
Forest City Light Plant,USA0001138,22.0,43.2632,-93.6354,Oil,1979.859091,City of Forest City- (IA),0.166,0.223,0.201,0.278,0.214,1979,Iowa,Winnebago County
Plant No 2 Freeport,USA0002679,78.6,40.6447,-73.5683,Gas,1996.861323,Village of Freeport - (NY),0.0,0.0,0.0,0.0,39.376999999999995,1996,New York,Nassau County
Fullerton Mill CHP,USA0058083,21.0,33.8617,-117.8931,Gas,2002.0,Kimberly-Clark Worldwide Inc,172.53400000000002,75.765,79.094,67.642,78.24,2002,California,Orange County
Coalinga Cogeneration,USA0050131,38.4,36.1807,-120.3885,Gas,1991.0,Coalinga Cogeneration Co,253.05599999999998,277.827,288.997,256.666,0.0,1991,California,Fresno County
Second Imperial Geothermal,USA0054111,80.0,32.7144,-115.5356,Geothermal,1998.6,ORCAL Geothermal  Inc,222.882,226.19099999999997,204.68900000000002,165.507,144.30200000000002,1998,California,Imperial County
Texas City Power Plant,USA0052088,450.0,29.3787,-94.9438,Gas,1987.0,Texas City Cogeneration LLC,942.793,1036.239,960.0169999999999,870.799,787.018,1987,Texas,Galveston County
Petersburg,USA0000091,14.5,56.81100000000001,-132.9571,Oil,1986.1517239999998,Petersburg Borough - (AK),12.37752,13.840060000000001,13.475539999999999,11.73174,12.6766,1986,Alaska,Wrangell-Petersburg Census Area
Four Corners Windfarm LLC,USA0056969,10.0,45.7286,-119.4181,Wind,2009.0,Echo 2,29.364,29.113000000000003,25.625999999999998,28.061999999999998,23.802,2009,Oregon,Umatilla County
Water Reclamation Plant,USA0058617,2.0,44.0647,-92.4692,Biomass,2005.5,City of Rochester,2.63816,4.15814,3.4172599999999997,3.6916599999999997,3.6720599999999997,2005,Minnesota,Olmsted County
MMSD Jones Island Wastewater,USA0054851,31.3,43.0214,-87.9014,Gas,1989.517572,Milwaukee Metro Sewerage Dist,68.578,79.756,84.854,90.855,79.51100000000001,1989,Wisconsin,Milwaukee County
Theodore Cogen Facility,USA0007721,317.4,30.5254,-88.1285,Gas,2001.0,Alabama Power Co,1567.6,1525.9620000000002,1484.9920000000002,1272.6589999999999,1522.6770000000001,2001,Alabama,Mobile County
Woodstock Windfarm,USA0055342,10.2,43.9858,-96.0786,Wind,1999.0,Consolidated Edison Development Inc.,21.566999999999997,22.906999999999996,10.915,17.147000000000002,12.92,1999,Minnesota,Pipestone County
Piercefield,USA0002598,2.7,44.2334,-74.5662,Hydro,1942.3333329999998,Erie Boulevard Hydropower LP,18.775,15.767999999999999,14.735999999999999,15.222000000000001,19.065,1942,New York,Franklin County
National Raisin,USA0061894,2.9,36.6245,-119.6731,Solar,2015.0,National Raisin,0.0,0.0,0.0,0.0,0.0,2015,California,Fresno County
Indy Solar I  LLC,USA0058552,10.0,39.6628,-85.9856,Solar,2014.0,Dominion Renewable Energy,0.335,17.504,17.531,17.812,16.159000000000002,2014,Indiana,Hancock County
Vermillion Energy Facility,USA0055111,692.0,39.9223,-87.4464,Gas,2000.0,Duke Energy Ohio Inc,67.169,14.632,105.07700000000001,147.88299999999998,58.277,2000,Indiana,Vermillion County
Martin,USA0006043,4317.5,27.0536,-80.5628,Gas,1991.1434629999999,Florida Power & Light Co,11951.058009999999,10667.94702,13013.15108,10884.52092,10885.51493,1991,Florida,Martin County
Stockton Athletic Center,USA0057864,1.4,39.4884,-74.5353,Solar,2009.0,Marina Energy LLC,1.357,1.3430000000000002,1.39,1.357,1.34,2009,New Jersey,Atlantic County
North Brawley Geothermal Plant,USA0056832,64.0,33.0139,-115.5439,Geothermal,2009.0,Ormat Nevada Inc,183.896,138.50799999999998,102.677,70.885,54.11600000000001,2009,California,Imperial County
